"","genes","modules"
"6905","CDC42EP3","brown"
"6906","LINC00211","blue"
"6907","RMDN2","brown"
"6908","RMDN2-AS1","pink"
"6909","ATL2","brown"
"6910","HNRNPLL","brown"
"6911","SRSF7","brown"
"6912","SOS1","brown"
"6913","CDKL4","brown"
"6914","MAP4K3","brown"
"6915","LOC728730","brown"
"6916","THUMPD2","brown"
"6917","SLC8A1-AS1","blue"
"6918","SLC8A1","blue"
"6919","C2orf91","thistle2"
"6920","LOC102723824","brown"
"6921","EML4","brown"
"6922","KCNG3","brown"
"6923","MTA3","brown"
"6924","LINC01126","grey60"
"6925","THADA","brown"
"6926","PLEKHH2","grey60"
"6927","C1GALT1C1L","brown"
"6928","ABCG5","brown"
"6929","LRPPRC","brown"
"6930","PPM1B","brown"
"6931","SLC3A1","brown"
"6932","PREPL","brown"
"6933","CAMKMT","brown"
"6934","MIR548AD","brown"
"6935","SIX3","grey60"
"6936","SRBD1","brown"
"6937","PRKCE","grey60"
"6938","LOC101805491","pink"
"6939","TMEM247","steelblue"
"6940","RHOQ","grey60"
"6941","LOC100506142","brown"
"6942","PIGF","brown"
"6943","CRIPT","brown"
"6944","SOCS5","grey60"
"6945","LINC01118","skyblue"
"6946","MCFD2","brown"
"6947","C2orf61","brown"
"6948","CALM2","brown"
"6949","EPCAM","brown"
"6950","MIR559","grey60"
"6951","MSH2","brown"
"6952","KCNK12","steelblue"
"6953","MSH6","brown"
"6954","FBXO11","grey60"
"6955","FOXN2","brown"
"6956","PPP1R21","brown"
"6957","STON1-GTF2A1L","grey60"
"6958","GTF2A1L","plum"
"6959","LHCGR","blue"
"6960","FSHR","blue"
"6961","NRXN1","skyblue"
"6962","ASB3","brown"
"6963","GPR75-ASB3","brown"
"6964","CHAC2","brown"
"6965","ERLEC1","brown"
"6966","MIR3682","grey60"
"6967","GPR75","grey60"
"6968","PSME4","grey60"
"6969","ACYP2","brown"
"6970","TSPYL6","pink"
"6971","SPTBN1","grey60"
"6972","RPL23AP32","brown"
"6973","MTIF2","brown"
"6974","PRORSD1P","brown"
"6975","CCDC88A","pink"
"6976","PPP4R3B","brown"
"6977","PNPT1","brown"
"6978","EFEMP1","brown"
"6979","MIR217HG","brown"
"6980","MIR216B","steelblue"
"6981","LOC100129434","grey60"
"6982","CCDC85A","brown"
"6983","VRK2","brown"
"6984","FANCL","brown"
"6985","BCL11A","brown"
"6986","PAPOLG","brown"
"6987","REL","brown"
"6988","PUS10","brown"
"6989","PEX13","brown"
"6990","KIAA1841","brown"
"6991","C2orf74","grey60"
"6992","AHSA2","grey60"
"6993","USP34","grey60"
"6994","SNORA70B","pink"
"6995","XPO1","grey60"
"6996","CCT4","brown"
"6997","B3GNT2","brown"
"6998","TMEM17","brown"
"6999","EHBP1","brown"
"7000","LOC100132215","grey60"
"7001","OTX1","grey60"
"7002","DBIL5P2","brown"
"7003","WDPCP","brown"
"7004","MDH1","brown"
"7005","UGP2","brown"
"7006","VPS54","brown"
"7007","PELI1","blue"
"7008","LINC00309","blue"
"7009","LOC100507006","blue"
"7010","MIR4433B","blue"
"7011","MIR4433A","blue"
"7012","LGALSL","cyan"
"7013","AFTPH","brown"
"7014","MIR4434","blue"
"7015","SERTAD2","grey60"
"7016","LOC101927438","antiquewhite4"
"7017","LOC400958","brown"
"7018","CEP68","brown"
"7019","RAB1A","brown"
"7020","ACTR2","brown"
"7021","SPRED2","grey60"
"7022","MIR4778","orangered3"
"7023","LOC729348","brown"
"7024","MEIS1-AS3","blue"
"7025","MEIS1","brown"
"7026","MEIS1-AS2","brown"
"7027","LOC100507073","grey60"
"7028","LOC101927577","pink"
"7029","LOC101060019","blue"
"7030","LOC102800447","blue"
"7031","LOC644838","pink"
"7032","ETAA1","brown"
"7033","LOC101927701","antiquewhite4"
"7034","C1D","brown"
"7035","PNO1","brown"
"7036","PPP3R1","grey60"
"7037","PLEK","blue"
"7038","FBXO48","brown"
"7039","APLF","brown"
"7040","ARHGAP25","blue"
"7041","GKN1","mediumpurple2"
"7042","ANTXR1","grey60"
"7043","GFPT1","brown"
"7044","NFU1","brown"
"7045","AAK1","grey60"
"7046","ANXA4","brown"
"7047","GMCL1","brown"
"7048","SNRNP27","brown"
"7049","MXD1","blue"
"7050","ASPRV1","pink"
"7051","PCBP1-AS1","blue"
"7052","LOC100133985","pink"
"7053","C2orf42","brown"
"7054","TIA1","grey60"
"7055","PCYOX1","brown"
"7056","FAM136A","brown"
"7057","VAX2","pink"
"7058","ATP6V1B1-AS1","grey60"
"7059","MCEE","brown"
"7060","MPHOSPH10","brown"
"7061","ZNF638","brown"
"7062","DYSF","blue"
"7063","EXOC6B","brown"
"7064","EMX1","blue"
"7065","NOTO","grey60"
"7066","EGR4","cyan"
"7067","ALMS1-IT1","grey60"
"7068","TPRKB","brown"
"7069","DUSP11","brown"
"7070","C2orf78","blue"
"7071","STAMBP","brown"
"7072","ACTG2","antiquewhite4"
"7073","TET3","grey60"
"7074","BOLA3-AS1","pink"
"7075","MOB1A","brown"
"7076","MTHFD2","brown"
"7077","SLC4A5","grey60"
"7078","CCDC142","grey60"
"7079","TLX2","grey60"
"7080","DQX1","pink"
"7081","MIR5000","plum"
"7082","EVA1A","grey60"
"7083","MRPL19","brown"
"7084","GCFC2","brown"
"7085","REG3G","skyblue"
"7086","REG1B","blue"
"7087","REG1A","cyan"
"7088","REG1P","blue"
"7089","REG3A","blue"
"7090","LRRTM1","blue"
"7091","LOC1720","skyblue"
"7092","FUNDC2P2","brown"
"7093","TRABD2A","brown"
"7094","TGOLN2","grey60"
"7095","RETSAT","grey60"
"7096","SH2D6","blue"
"7097","MAT2A","brown"
"7098","C2orf68","grey60"
"7099","LOC284950","grey60"
"7100","ST3GAL5","grey60"
"7101","ST3GAL5-AS1","brown"
"7102","POLR1A","grey60"
"7103","PTCD3","brown"
"7104","SNORD94","grey60"
"7105","IMMT","brown"
"7106","MRPL35","brown"
"7107","KDM3A","brown"
"7108","RNF103","brown"
"7109","RMND5A","brown"
"7110","PLGLB2","grey60"
"7111","PLGLB1","grey60"
"7112","LOC285074","brown"
"7113","MIR4771-2","skyblue"
"7114","MIR4771-1","skyblue"
"7115","LINC00152","blue"
"7116","MIR4435-1","cyan"
"7117","MIR4435-2","cyan"
"7118","KRCC1","brown"
"7119","SMYD1","antiquewhite4"
"7120","THNSL2","grey60"
"7121","LOC101928371","brown"
"7122","EIF2AK3","brown"
"7123","RPIA","grey60"
"7124","MIR4436A","plum2"
"7125","GGT8P","cyan"
"7126","ACTR3BP2","mediumpurple2"
"7127","FAM95A","pink"
"7128","ANKRD20A8P","pink"
"7129","MAL","blue"
"7130","ZNF514","grey60"
"7131","TRIM43B","blue"
"7132","TRIM43","blue"
"7133","LINC00342","brown"
"7134","ANKRD36C","brown"
"7135","STARD7","brown"
"7136","STARD7-AS1","grey60"
"7137","CIAO1","brown"
"7138","SNRNP200","grey60"
"7139","ITPRIPL1","brown"
"7140","KANSL3","grey60"
"7141","MIR3127","grey60"
"7142","ANKRD23","grey60"
"7143","ANKRD36","brown"
"7144","LOC100506076","grey60"
"7145","LOC100506123","grey60"
"7146","ANKRD36B","brown"
"7147","LINC01125","grey60"
"7148","TMEM131","grey60"
"7149","INPP4A","brown"
"7150","COA5","brown"
"7151","UNC50","brown"
"7152","MGAT4A","brown"
"7153","LOC101927070","steelblue"
"7154","C2orf15","brown"
"7155","LIPT1","brown"
"7156","MITD1","brown"
"7157","MRPL30","brown"
"7158","LYG2","brown"
"7159","LYG1","pink"
"7160","TXNDC9","brown"
"7161","EIF5B","grey60"
"7162","REV1","brown"
"7163","LINC01104","blue"
"7164","LONRF2","grey60"
"7165","PDCL3","brown"
"7166","NPAS2","grey60"
"7167","LOC101927142","brown"
"7168","RNF149","blue"
"7169","MIR5696","blue"
"7170","CREG2","brown"
"7171","MAP4K4","grey60"
"7172","LINC01127","blue"
"7173","IL1R2","blue"
"7174","IL1R1","brown"
"7175","IL1RL2","blue"
"7176","IL1RL1","blue"
"7177","IL18R1","blue"
"7178","IL18RAP","blue"
"7179","SLC9A4","brown"
"7180","TMEM182","brown"
"7181","LINC01103","coral1"
"7182","LINC01114","blue"
"7183","LINC01158","blue"
"7184","POU3F3","antiquewhite4"
"7185","MRPS9","brown"
"7186","UTAT33","brown"
"7187","GPR45","grey60"
"7188","TGFBRAP1","grey60"
"7189","C2orf49","brown"
"7190","NCK2","grey60"
"7191","UXS1","brown"
"7192","RGPD3","grey60"
"7193","RGPD4","grey60"
"7194","SLC5A7","blue"
"7195","LINC01594","coral1"
"7196","SULT1C3","cyan"
"7197","SULT1C2","grey60"
"7198","SULT1C2P1","blue"
"7199","SULT1C4","blue"
"7200","GCC2","brown"
"7201","LIMS1","brown"
"7202","RANBP2","brown"
"7203","MIR4265","blue"
"7204","SEPT10","brown"
"7205","SOWAHC","brown"
"7206","RGPD6","grey60"
"7207","RGPD5","grey60"
"7208","LIMS3-LOC440895","grey60"
"7209","LIMS3L","grey60"
"7210","LIMS3","grey60"
"7211","LINC01123","grey60"
"7212","MIR4436B1","grey60"
"7213","MIR4436B2","grey60"
"7214","LINC01106","grey60"
"7215","ACOXL","pink"
"7216","LOC400997","grey60"
"7217","BCL2L11","grey60"
"7218","ANAPC1","grey60"
"7219","MERTK","brown"
"7220","TMEM87B","brown"
"7221","ZC3H8","brown"
"7222","ZC3H6","grey60"
"7223","RGPD8","grey60"
"7224","TTL","grey60"
"7225","POLR1B","brown"
"7226","FLJ42351","pink"
"7227","SLC20A1","brown"
"7228","IL1A","blue"
"7229","IL37","skyblue"
"7230","IL36G","blue"
"7231","IL36A","blue"
"7232","IL36B","blue"
"7233","IL36RN","blue"
"7234","IL1F10","skyblue"
"7235","CBWD2","brown"
"7236","FOXD4L1","blue2"
"7237","PGM5P3-AS1","pink"
"7238","FAM138B","skyblue1"
"7239","SLC35F5","brown"
"7240","ACTR3","brown"
"7241","LOC100499194","blue"
"7242","LINC01191","blue"
"7243","DPP10","brown"
"7244","DDX18","grey60"
"7245","CCDC93","grey60"
"7246","INSIG2","brown"
"7247","LOC101927709","blue"
"7248","EN1","blue"
"7249","C1QL2","antiquewhite4"
"7250","C2orf76","brown"
"7251","SCTR","grey60"
"7252","PTPN4","brown"
"7253","EPB41L5","brown"
"7254","RALB","blue"
"7255","GLI2","grey60"
"7256","TFCP2L1","grey60"
"7257","CLASP1","grey60"
"7258","RNU4ATAC","brown"
"7259","NIFK-AS1","brown"
"7260","NIFK","brown"
"7261","TSN","brown"
"7262","CNTNAP5","brown"
"7263","CYP27C1","thistle2"
"7264","ERCC3","grey60"
"7265","MAP3K2","brown"
"7266","IWS1","brown"
"7267","GPR17","grey60"
"7268","SFT2D3","grey60"
"7269","WDR33","grey60"
"7270","POLR2D","brown"
"7271","AMMECR1L","grey60"
"7272","SAP130","grey60"
"7273","UGGT1","grey60"
"7274","LOC151121","blue"
"7275","LOC101927924","blue"
"7276","RAB6C-AS1","brown"
"7277","RAB6C","grey60"
"7278","GPR148","blue"
"7279","FAM168B","grey60"
"7280","WTH3DI","grey60"
"7281","TUBA3D","grey60"
"7282","MIR4784","brown"
"7283","LOC150776","grey60"
"7284","LYPD1","grey60"
"7285","NCKAP5","brown"
"7286","MIR3679","brown"
"7287","MGAT5","grey60"
"7288","TMEM163","steelblue"
"7289","ACMSD","grey60"
"7290","CCNT2-AS1","brown"
"7291","CCNT2","brown"
"7292","RAB3GAP1","grey60"
"7293","ZRANB3","brown"
"7294","R3HDM1","grey60"
"7295","MIR128-1","orangered3"
"7296","UBXN4","brown"
"7297","MCM6","brown"
"7298","DARS","brown"
"7299","DARS-AS1","brown"
"7300","CXCR4","blue"
"7301","HNMT","brown"
"7302","SPOPL","brown"
"7303","YY1P2","blue"
"7304","LRP1B","brown"
"7305","KYNU","brown"
"7306","ARHGAP15","blue"
"7307","LOC101928386","skyblue"
"7308","GTDC1","brown"
"7309","ZEB2","blue"
"7310","ZEB2-AS1","brown"
"7311","PABPC1P2","brown"
"7312","ACVR2A","brown"
"7313","ORC4","brown"
"7314","MBD5","brown"
"7315","EPC2","grey60"
"7316","KIF5C","brown"
"7317","LYPD6B","brown"
"7318","LYPD6","brown"
"7319","MMADHC","brown"
"7320","RND3","blue"
"7321","LOC101929282","blue"
"7322","RBM43","grey60"
"7323","NMI","brown"
"7324","LOC101929319","blue"
"7325","TNFAIP6","blue"
"7326","MIR4773-1","blue"
"7327","MIR4773-2","blue"
"7328","RIF1","brown"
"7329","NEB","pink"
"7330","ARL5A","brown"
"7331","CACNB4","grey60"
"7332","STAM2","grey60"
"7333","FMNL2","grey60"
"7334","PRPF40A","brown"
"7335","ARL6IP6","brown"
"7336","GALNT13","brown"
"7337","LOC100144595","pink"
"7338","KCNJ3","antiquewhite4"
"7339","LOC101929378","brown"
"7340","NR4A2","brown"
"7341","GPD2","brown"
"7342","GALNT5","brown"
"7343","CYTIP","blue"
"7344","ACVR1C","brown"
"7345","ACVR1","grey60"
"7346","PKP4","grey60"
"7347","TANC1","grey60"
"7348","MIR6888","grey60"
"7349","WDSUB1","brown"
"7350","BAZ2B","brown"
"7351","LOC643072","blue"
"7352","MARCH7","brown"
"7353","LY75-CD302","brown"
"7354","CD302","brown"
"7355","LY75","brown"
"7356","PLA2R1","brown"
"7357","ITGB6","brown"
"7358","RBMS1","brown"
"7359","MIR4785","brown"
"7360","TANK","brown"
"7361","LOC101929512","brown"
"7362","LOC100996579","grey60"
"7363","PSMD14","brown"
"7364","TBR1","blue"
"7365","AHCTF1P1","grey60"
"7366","SLC4A10","steelblue"
"7367","DPP4","brown"
"7368","FAP","skyblue"
"7369","IFIH1","cyan"
"7370","GCA","blue"
"7371","KCNH7","blue"
"7372","LOC101929570","blue"
"7373","GRB14","pink"
"7374","COBLL1","brown"
"7375","SNORA70F","pink"
"7376","LOC101929633","brown"
"7377","SLC38A11","skyblue"
"7378","SCN3A","blue"
"7379","SCN2A","orangered3"
"7380","CSRNP3","brown"
"7381","GALNT3","brown"
"7382","SCN1A","brown"
"7383","LOC101929680","brown"
"7384","SCN9A","brown"
"7385","SCN7A","antiquewhite4"
"7386","XIRP2","antiquewhite4"
"7387","LOC105616981","cyan"
"7388","B3GALT1","cyan"
"7389","STK39","brown"
"7390","CERS6","brown"
"7391","MIR4774","brown"
"7392","CERS6-AS1","grey60"
"7393","NOSTRIN","cyan"
"7394","DHRS9","brown"
"7395","LRP2","grey60"
"7396","KLHL41","pink"
"7397","FASTKD1","brown"
"7398","PPIG","brown"
"7399","PHOSPHO2","brown"
"7400","PHOSPHO2-KLHL23","brown"
"7401","KLHL23","brown"
"7402","METTL5","brown"
"7403","UBR3","brown"
"7404","MYO3B","brown"
"7405","LOC101929753","blue"
"7406","TLK1","brown"
"7407","METTL8","brown"
"7408","DCAF17","grey60"
"7409","CYBRD1","brown"
"7410","DYNC1I2","grey60"
"7411","SLC25A12","brown"
"7412","HAT1","brown"
"7413","METAP1D","grey60"
"7414","DLX1","coral1"
"7415","DLX2","blue"
"7416","ITGA6","grey60"
"7417","PDK1","brown"
"7418","RAPGEF4-AS1","blue"
"7419","RAPGEF4","brown"
"7420","ZAK","brown"
"7421","MLK7-AS1","brown"
"7422","CDCA7","brown"
"7423","SP3","brown"
"7424","OLA1","brown"
"7425","CIR1","brown"
"7426","SCRN3","brown"
"7427","GPR155","brown"
"7428","CHRNA1","steelblue"
"7429","CHN1","brown"
"7430","ATF2","brown"
"7431","MIR933","brown"
"7432","KIAA1715","brown"
"7433","HOXD13","skyblue"
"7434","HOXD12","blue"
"7435","HOXD9","cyan"
"7436","HOXD8","cyan"
"7437","HOXD-AS2","antiquewhite4"
"7438","HOXD4","blue"
"7439","HOXD3","blue"
"7440","HAGLR","cyan"
"7441","HOXD1","blue"
"7442","MIR7704","blue"
"7443","MTX2","brown"
"7444","LINC01116","cyan"
"7445","LINC01117","cyan"
"7446","HNRNPA3","grey60"
"7447","MIR4444-1","grey60"
"7448","MIR4444-2","grey60"
"7449","NFE2L2","brown"
"7450","MIR3128","brown"
"7451","LOC100130691","brown"
"7452","MIR6512","brown"
"7453","AGPS","brown"
"7454","TTC30B","brown"
"7455","PDE11A","pink"
"7456","RBM45","brown"
"7457","PRKRA","brown"
"7458","DFNB59","brown"
"7459","FKBP7","brown"
"7460","PLEKHA3","brown"
"7461","TTN-AS1","brown"
"7462","TTN","brown"
"7463","LOC101927055","antiquewhite4"
"7464","CCDC141","pink"
"7465","SESTD1","brown"
"7466","MIR1258","cyan"
"7467","CWC22","brown"
"7468","SCHLAP1","blue"
"7469","LOC101927156","steelblue"
"7470","ITGA4","brown"
"7471","SSFA2","grey60"
"7472","PPP1R1C","brown"
"7473","PDE1A","brown"
"7474","DNAJC10","brown"
"7475","NCKAP1","brown"
"7476","NUP35","brown"
"7477","ZNF804A","blue"
"7478","LOC101927196","grey60"
"7479","FSIP2","brown"
"7480","LINC01473","brown"
"7481","ZC3H15","brown"
"7482","ITGAV","grey60"
"7483","FAM171B","grey60"
"7484","CALCRL","brown"
"7485","TFPI","brown"
"7486","GULP1","brown"
"7487","MIR561","blue"
"7488","DIRC1","steelblue"
"7489","COL3A1","grey60"
"7490","WDR75","brown"
"7491","SLC40A1","brown"
"7492","ASNSD1","brown"
"7493","ANKAR","brown"
"7494","OSGEPL1","brown"
"7495","OSGEPL1-AS1","pink"
"7496","ORMDL1","brown"
"7497","PMS1","brown"
"7498","C2orf88","grey60"
"7499","HIBCH","brown"
"7500","MFSD6","brown"
"7501","NEMP2","brown"
"7502","NAB1","grey60"
"7503","GLS","blue"
"7504","STAT1","cyan"
"7505","STAT4","steelblue"
"7506","MYO1B","brown"
"7507","NABP1","blue"
"7508","LOC105747689","blue"
"7509","SDPR","brown"
"7510","LOC101927406","pink"
"7511","LOC101927431","skyblue"
"7512","SLC39A10","brown"
"7513","STK17B","blue"
"7514","HECW2","brown"
"7515","LOC101927482","pink"
"7516","CCDC150","brown"
"7517","GTF3C3","brown"
"7518","PGAP1","grey60"
"7519","ANKRD44","blue"
"7520","ANKRD44-IT1","brown"
"7521","SF3B1","brown"
"7522","COQ10B","brown"
"7523","HSPD1","brown"
"7524","HSPE1-MOB4","brown"
"7525","MOB4","brown"
"7526","RFTN2","pink"
"7527","MARS2","grey60"
"7528","BOLL","pink"
"7529","PLCL1","brown"
"7530","SATB2","grey60"
"7531","SATB2-AS1","blue"
"7532","LOC101927641","blue"
"7533","FTCDNL1","brown"
"7534","C2orf69","brown"
"7535","TYW5","brown"
"7536","SPATS2L","brown"
"7537","KCTD18","grey60"
"7538","SGOL2","brown"
"7539","AOX1","pink"
"7540","AOX2P","pink"
"7541","LOC100507140","blue"
"7542","LOC101927795","brown"
"7543","BZW1","brown"
"7544","CLK1","brown"
"7545","PPIL3","brown"
"7546","NIF3L1","brown"
"7547","ORC2","brown"
"7548","FAM126B","brown"
"7549","NDUFB3","brown"
"7550","CFLAR","brown"
"7551","CFLAR-AS1","brown"
"7552","CASP10","grey60"
"7553","CASP8","brown"
"7554","TRAK2","grey60"
"7555","STRADB","brown"
"7556","ALS2CR11","brown"
"7557","TMEM237","brown"
"7558","MPP4","cyan"
"7559","ALS2","grey60"
"7560","SUMO1","brown"
"7561","NOP58","brown"
"7562","SNORD70","brown"
"7563","SNORD11B","brown"
"7564","SNORD11","brown"
"7565","BMPR2","grey60"
"7566","FAM117B","brown"
"7567","WDR12","brown"
"7568","CARF","brown"
"7569","NBEAL1","brown"
"7570","CYP20A1","brown"
"7571","ABI2","brown"
"7572","RAPH1","grey60"
"7573","CD28","steelblue"
"7574","CTLA4","steelblue"
"7575","ICOS","steelblue"
"7576","PARD3B","brown"
"7577","NRP2","grey60"
"7578","INO80D","grey60"
"7579","GCSHP3","grey60"
"7580","NDUFS1","brown"
"7581","SNORD51","grey60"
"7582","SNORA41","brown"
"7583","GPR1","cyan"
"7584","GPR1-AS","pink"
"7585","ZDBF2","grey60"
"7586","ADAM23","blue"
"7587","DYTN","steelblue"
"7588","FASTKD2","brown"
"7589","CPO","brown"
"7590","KLF7","brown"
"7591","MIR2355","blue"
"7592","MIR7845","blue"
"7593","CREB1","brown"
"7594","METTL21A","brown"
"7595","CCNYL1","grey60"
"7596","MIR4775","grey60"
"7597","FZD5","grey60"
"7598","PLEKHM3","grey60"
"7599","CRYGD","plum2"
"7600","CRYGB","coral1"
"7601","CRYGA","blue"
"7602","IDH1","brown"
"7603","IDH1-AS1","pink"
"7604","PIKFYVE","grey60"
"7605","PTH2R","blue"
"7606","MAP2","cyan"
"7607","UNC80","blue"
"7608","RPE","brown"
"7609","KANSL1L","grey60"
"7610","LOC101928020","pink"
"7611","ACADL","brown"
"7612","MYL1","plum2"
"7613","LANCL1-AS1","brown"
"7614","LANCL1","brown"
"7615","CPS1","grey60"
"7616","CPS1-IT1","blue"
"7617","MIR548F2","brown"
"7618","LOC102725079","brown"
"7619","MIR4776-2","brown"
"7620","MIR4776-1","brown"
"7621","IKZF2","grey60"
"7622","MIR4438","brown"
"7623","VWC2L-IT1","plum"
"7624","BARD1","brown"
"7625","LOC101928103","brown"
"7626","ABCA12","brown"
"7627","TMEM169","brown"
"7628","XRCC5","brown"
"7629","PKI55","grey60"
"7630","LINC01280","blue"
"7631","TNP1","blue"
"7632","DIRC3","pink"
"7633","RUFY4","pink"
"7634","CXCR2P1","blue"
"7635","CXCR2","blue"
"7636","ARPC2","brown"
"7637","CATIP-AS2","brown"
"7638","VIL1","blue"
"7639","USP37","brown"
"7640","RQCD1","grey60"
"7641","PLCD4","grey60"
"7642","ZNF142","grey60"
"7643","TTLL4","grey60"
"7644","PRKAG3","blue"
"7645","MIR9500","blue"
"7646","WNT6","pink"
"7647","WNT10A","cyan"
"7648","LINC01494","blue"
"7649","CDK5R2","antiquewhite4"
"7650","LINC00608","blue"
"7651","CRYBA2","antiquewhite4"
"7652","SLC23A3","brown"
"7653","PTPRN","blue"
"7654","DES","antiquewhite4"
"7655","LOC100996693","pink"
"7656","ASIC4","blue"
"7657","MIR3132","pink"
"7658","INHA","grey60"
"7659","MIR4268","blue2"
"7660","EPHA4","brown"
"7661","PAX3","brown"
"7662","CCDC140","grey60"
"7663","SGPP2","grey60"
"7664","FARSB","brown"
"7665","MOGAT1","skyblue"
"7666","ACSL3","brown"
"7667","SCG2","brown"
"7668","AP1S3","grey60"
"7669","WDFY1","brown"
"7670","CUL3","brown"
"7671","DOCK10","steelblue"
"7672","NYAP2","brown"
"7673","IRS1","grey60"
"7674","RHBDD1","brown"
"7675","COL4A4","plum"
"7676","COL4A3","plum"
"7677","LOC654841","brown"
"7678","MFF","brown"
"7679","TM4SF20","pink"
"7680","AGFG1","brown"
"7681","C2orf83","blue"
"7682","SLC19A3","blue"
"7683","CCL20","blue"
"7684","SPHKAP","antiquewhite4"
"7685","TRIP12","grey60"
"7686","SP110","blue"
"7687","SP140","blue"
"7688","SP140L","brown"
"7689","SP100","brown"
"7690","CAB39","brown"
"7691","LOC151484","blue"
"7692","SPATA3-AS1","brown"
"7693","PSMD1","brown"
"7694","HTR2B","brown"
"7695","NCL","brown"
"7696","SNORA75","grey60"
"7697","SNORD20","grey60"
"7698","LINC00471","brown"
"7699","COPS7B","grey60"
"7700","ALPPL2","grey60"
"7701","ALPI","orangered3"
"7702","PRSS56","blue"
"7703","CHRND","coral1"
"7704","CHRNG","pink"
"7705","TIGD1","brown"
"7706","MIR5001","brown"
"7707","GIGYF2","grey60"
"7708","KCNJ13","brown"
"7709","NEU2","skyblue"
"7710","ATG16L1","grey60"
"7711","DGKD","grey60"
"7712","USP40","grey60"
